raw_token_id	raw_token	frequency	nfc_search_key	casefold_search_key	unicode_char_length	semantic_status	interpretive_status
R002366	meqsede	1	meqsede	meqsede	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002367	Meqsud	1	Meqsud	meqsud	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002368	meqsud	1	meqsud	meqsud	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002369	Meqsud-ı	1	Meqsud-ı	meqsud-ı	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002370	Meq­	1	Meq­	meq­	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002371	mera	4	mera	mera	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002372	merdan	1	merdan	merdan	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002373	merdud	1	merdud	merdud	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002374	mereki	1	mereki	mereki	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002375	meri	1	meri	meri	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002376	mertebe	1	mertebe	mertebe	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002377	mescud	1	mescud	mescud	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002378	Mesela	1	Mesela	mesela	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002379	mesela	1	mesela	mesela	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002380	meskuk	1	meskuk	meskuk	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002381	Mesrur-ı	1	Mesrur-ı	mesrur-ı	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002382	metle'	1	metle'	metle'	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002383	metlee	1	metlee	metlee	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002384	Metlfı.b	1	Metlfı.b	metlfı.b	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002385	metlfıb	1	metlfıb	metlfıb	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002386	Metna	1	Metna	metna	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002387	mevcuttur;	1	mevcuttur;	mevcuttur;	10	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002388	mevki­	1	mevki­	mevki­	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002389	mewalid:	1	mewalid:	mewalid:	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002390	mewcfıd	1	mewcfıd	mewcfıd	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002391	Mewcfıd-ı	1	Mewcfıd-ı	mewcfıd-ı	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002392	Mewcfıde	1	Mewcfıde	mewcfıde	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002393	mexdum	1	mexdum	mexdum	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002394	mey	1	mey	mey	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002395	meyane	1	meyane	meyane	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002396	meydana	3	meydana	meydana	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002397	meye	1	meye	meye	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002398	Meyla	1	Meyla	meyla	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002399	Mezher	1	Mezher	mezher	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002400	mezher!	1	mezher!	mezher!	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002401	mezmer!	1	mezmer!	mezmer!	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002402	mezın	2	mezın	mezın	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002403	me­	1	me­	me­	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002404	Meğer	1	Meğer	meğer	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002405	meğer	1	meğer	meğer	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002406	meşhfıd	1	meşhfıd	meşhfıd	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002407	Meşhfıde	1	Meşhfıde	meşhfıde	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002408	meşkuk	1	meşkuk	meşkuk	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002409	Meşlıude	1	Meşlıude	meşlıude	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002410	mi	2	mi	mi	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002411	mi'race	1	mi'race	mi'race	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002412	mi'racede	1	mi'racede	mi'racede	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002413	mi?	1	mi?	mi?	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002414	miktarda,	1	miktarda,	miktarda,	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002415	Miladeve	1	Miladeve	miladeve	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002416	Milattan	1	Milattan	milattan	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002417	minın	1	minın	minın	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002418	Mir	1	Mir	mir	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002419	miraçta	2	miraçta	miraçta	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002420	mireki	1	mireki	mireki	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002421	misale	1	misale	misale	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002422	mitolojik	1	mitolojik	mitolojik	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002423	mitolojik.	1	mitolojik.	mitolojik.	10	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002424	miydi	1	miydi	miydi	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002425	miştir.	3	miştir.	miştir.	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002426	mk	1	mk	mk	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002427	mm	3	mm	mm	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002428	moda	1	moda	moda	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002429	modasına	1	modasına	modasına	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002430	modern	2	modern	modern	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002431	Moskova'da	1	Moskova'da	moskova'da	10	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002432	Moskowa'ye	1	Moskowa'ye	moskowa'ye	10	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002433	mu	2	mu	mu	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002434	muazzam	2	muazzam	muazzam	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002435	mucize	1	mucize	mucize	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002436	mucizelerdir!	1	mucizelerdir!	mucizelerdir!	13	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002437	Muhammed	1	Muhammed	muhammed	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002438	Muhammed'di.	1	Muhammed'di.	muhammed'di.	12	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002439	muhterem	1	muhterem	muhterem	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002440	Mumların	1	Mumların	mumların	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002441	Mumsun	1	Mumsun	mumsun	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002442	munu	1	munu	munu	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002443	muradlar;	1	muradlar;	muradlar;	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002444	muradı	1	muradı	muradı	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002445	Mustafa!	1	Mustafa!	mustafa!	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002446	Mustafa'nın	1	Mustafa'nın	mustafa'nın	11	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002447	Mustefa	2	Mustefa	mustefa	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002448	mutlu	2	mutlu	mutlu	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002449	mutluların,	1	mutluların,	mutluların,	11	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002450	Muxtar!:	1	Muxtar!:	muxtar!:	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002451	mü	1	mü	mü	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002452	mücadele	1	mücadele	mücadele	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002453	mülk	1	mülk	mülk	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002454	Mümkün	1	Mümkün	mümkün	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002455	mümkün	1	mümkün	mümkün	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002456	münasebet	1	münasebet	münasebet	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002457	müstahak	1	müstahak	müstahak	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002458	müşteri	1	müşteri	müşteri	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002459	mı	2	mı	mı	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002460	mı'	1	mı'	mı'	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002461	mı'cizatın!	1	mı'cizatın!	mı'cizatın!	11	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002462	Mı'cız	1	Mı'cız	mı'cız	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002463	mı'dz::ı	1	mı'dz::ı	mı'dz::ı	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002464	mı,	1	mı,	mı,	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002465	mıadıl!	1	mıadıl!	mıadıl!	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002466	mıberhan:	1	mıberhan:	mıberhan:	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002467	mıddea	1	mıddea	mıddea	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002468	mıderrıse	1	mıderrıse	mıderrıse	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002469	mıewwel	1	mıewwel	mıewwel	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002470	mıezzem	1	mıezzem	mıezzem	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002471	mıfid	1	mıfid	mıfid	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002472	mıheqqeq	1	mıheqqeq	mıheqqeq	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002473	mıkatebate	1	mıkatebate	mıkatebate	10	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002474	mıkaşefate	1	mıkaşefate	mıkaşefate	10	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002475	mıkerrem	1	mıkerrem	mıkerrem	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002476	mılda,	1	mılda,	mılda,	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002477	Mılk	1	Mılk	mılk	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002478	mıllet	1	mıllet	mıllet	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002479	mımkinat-ı	1	mımkinat-ı	mımkinat-ı	10	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002480	Mımkun	2	Mımkun	mımkun	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002481	mımkun	1	mımkun	mımkun	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002482	mımkune	1	mımkune	mımkune	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002483	Mımtaz-ı	1	Mımtaz-ı	mımtaz-ı	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002484	mın	2	mın	mın	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002485	mınasebet	1	mınasebet	mınasebet	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002486	mınteha	1	mınteha	mınteha	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002487	mıqayesekırına	1	mıqayesekırına	mıqayesekırına	14	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002488	mıradat	1	mıradat	mıradat	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002489	mıraselate	1	mıraselate	mıraselate	10	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002490	mıressemın	1	mıressemın	mıressemın	10	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002491	mırid	1	mırid	mırid	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002492	mırov	1	mırov	mırov	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002493	mıroven	1	mıroven	mıroven	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002494	mıro­	1	mıro­	mıro­	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002495	mısra	2	mısra	mısra	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002496	mıstefadi	1	mıstefadi	mıstefadi	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002497	mıstewi	1	mıstewi	mıstewi	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002498	mısı	1	mısı	mısı	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002499	mısın	1	mısın	mısın	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002500	Mıtleq	1	Mıtleq	mıtleq	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002501	mıwessemın	1	mıwessemın	mıwessemın	10	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002502	mıxabın	3	mıxabın	mıxabın	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002503	mıxelledun-nar	1	mıxelledun-nar	mıxelledun-nar	14	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002504	mıxteser	1	mıxteser	mıxteser	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002505	mıyesser	1	mıyesser	mıyesser	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002506	mış;	1	mış;	mış;	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002507	mışexxes	1	mışexxes	mışexxes	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002508	mışexxes,	1	mışexxes,	mışexxes,	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002509	mışteha	1	mışteha	mışteha	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002510	mıştexakin	1	mıştexakin	mıştexakin	10	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002511	n	4	n	n	1	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002512	N'ına	1	N'ına	n'ına	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002513	Na	3	Na	na	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002514	na	1	na	na	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002515	nakıştır;	1	nakıştır;	nakıştır;	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002516	nakışçının	1	nakışçının	nakışçının	10	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002517	nakışçının.	1	nakışçının.	nakışçının.	11	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002518	nakşedecek	1	nakşedecek	nakşedecek	10	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002519	nakşedip	1	nakşedip	nakşedip	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002520	nakşı	2	nakşı	nakşı	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002521	nakşıdır.	1	nakşıdır.	nakşıdır.	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002522	Nakşın	1	Nakşın	nakşın	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002523	nakşın	1	nakşın	nakşın	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002524	nakşını,	1	nakşını,	nakşını,	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002525	Name	2	Name	name	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002526	name	4	name	name	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002527	name,	1	name,	name,	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002528	Namertlerin	1	Namertlerin	namertlerin	11	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002529	nameya	1	nameya	nameya	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002530	Napak	1	Napak	napak	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002531	Nari	1	Nari	nari	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002532	nari	1	nari	nari	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002533	nasfıt	1	nasfıt	nasfıt	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002534	Nasfıt-ı	1	Nasfıt-ı	nasfıt-ı	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002535	nasibolduğu	1	nasibolduğu	nasibolduğu	11	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002536	naskırın.	1	naskırın.	naskırın.	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002537	naskı­	1	naskı­	naskı­	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002538	Nasıl	1	Nasıl	nasıl	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002539	nasıl	3	nasıl	nasıl	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002540	natemaman,	1	natemaman,	natemaman,	10	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002541	natemame	1	natemame	natemame	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002542	natemane,	1	natemane,	natemane,	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002543	naumid-ı	1	naumid-ı	naumid-ı	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002544	nav	1	nav	nav	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002545	nava	5	nava	nava	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002546	nave	4	nave	nave	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002547	naven	1	naven	naven	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002548	Naxwande	1	Naxwande	naxwande	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002549	nazi!	1	nazi!	nazi!	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002550	nazlanan	1	nazlanan	nazlanan	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002551	nazlı	1	nazlı	nazlı	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002552	nazır	1	nazır	nazır	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002553	Naçar-ı	1	Naçar-ı	naçar-ı	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002554	Ne	4	Ne	ne	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002555	ne	42	ne	ne	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002556	Ne'dbfı	1	Ne'dbfı	ne'dbfı	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002557	Ne'dbıl	1	Ne'dbıl	ne'dbıl	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002558	Ne'dma	1	Ne'dma	ne'dma	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002559	Ne'te	1	Ne'te	ne'te	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002560	nebat	2	nebat	nebat	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002561	nebatat	2	nebatat	nebatat	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002562	neden	2	neden	neden	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002563	nedenini.	1	nedenini.	nedenini.	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002564	nefais	1	nefais	nefais	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002565	nefis	1	nefis	nefis	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002566	Nefsa	1	Nefsa	nefsa	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002567	nefsan	1	nefsan	nefsan	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002568	nefse	2	nefse	nefse	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002569	nefsimizle	1	nefsimizle	nefsimizle	10	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002570	neh	1	neh	neh	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002571	neheqi­	1	neheqi­	neheqi­	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002572	nehsan	1	nehsan	nehsan	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002573	nehın	1	nehın	nehın	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002574	nema	1	nema	nema	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002575	nemır	3	nemır	nemır	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002576	nemır,	1	nemır,	nemır,	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002577	nemıra	1	nemıra	nemıra	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002578	nemırda	1	nemırda	nemırda	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002579	nen	1	nen	nen	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002580	Neqd:	1	Neqd:	neqd:	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002581	Neqde	1	Neqde	neqde	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002582	Neqdeyn-ı	1	Neqdeyn-ı	neqdeyn-ı	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002583	neqqaş	1	neqqaş	neqqaş	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002584	Neqşe	2	Neqşe	neqşe	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002585	neqşe	5	neqşe	neqşe	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002586	neqşe,	1	neqşe,	neqşe,	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002587	Nesara,	1	Nesara,	nesara,	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002588	nesib,	1	nesib,	nesib,	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002589	Neteweyî	1	Neteweyî	neteweyî	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002590	nev	1	nev	nev	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002591	new'e	2	new'e	new'e	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002592	newaye	1	newaye	newaye	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R002593	Nexu	1	Nexu	nexu	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
